|      | 日期         | 城市   |   AQI |   PM2_5 |   PM10 |   SO2 |   NO2 |   CO |    O3 | 质量等级   |   月份 | 月份名称   |
|  935 | 2025-07-25 | 甘肃   |    94 |    39.4 |  137.8 |  11   |  23   | 1.18 | 105.8 | 良      |    7 | 7月     |
|  936 | 2025-07-26 | 甘肃   |    84 |    62.4 |   79.4 |   9.2 |  42.3 | 1.06 |  82.2 | 良      |    7 | 7月     |
|  937 | 2025-07-27 | 甘肃   |    93 |    44.4 |  135.3 |  16.5 |  41.1 | 0.94 | 126.6 | 良      |    7 | 7月     |
|  938 | 2025-07-28 | 甘肃   |    69 |    35.8 |   88.4 |  14.6 |  39.4 | 1.05 | 107.2 | 良      |    7 | 7月     |
|  939 | 2025-07-29 | 甘肃   |    86 |    52.6 |   87   |  16.2 |  29.9 | 1.11 | 142.7 | 良      |    7 | 7月     |
|  940 | 2025-07-30 | 甘肃   |    78 |    43.5 |   89.2 |  12.3 |  38.3 | 0.78 | 133.6 | 良      |    7 | 7月     |
|  941 | 2025-07-31 | 甘肃   |    68 |    46.7 |   86.4 |  13.8 |  30.9 | 1.15 |  81.5 | 良      |    7 | 7月     |
|  942 | 2025-08-01 | 甘肃   |   111 |    45.1 |  145.2 |  18.8 |  40.8 | 0.77 | 172.1 | 轻度污染   |    8 | 8月     |
|  943 | 2025-08-02 | 甘肃   |    72 |    48.8 |   93.5 |  14.1 |  43.2 | 1.1  | 111.2 | 良      |    8 | 8月     |
|  944 | 2025-08-03 | 甘肃   |    97 |    31.2 |   89.3 |  16.6 |  32.8 | 0.77 | 155.9 | 良      |    8 | 8月     |
|  945 | 2025-08-04 | 甘肃   |    74 |    25.7 |   97.2 |  12.4 |  44.7 | 1.39 |  83   | 良      |    8 | 8月     |
|  946 | 2025-08-05 | 甘肃   |    82 |    60.5 |   76.6 |  16.5 |  37.8 | 1.16 |  99.7 | 良      |    8 | 8月     |
|  947 | 2025-08-06 | 甘肃   |    89 |    46.5 |  128.2 |  12.7 |  40.6 | 0.7  | 103.3 | 良      |    8 | 8月     |
|  948 | 2025-08-07 | 甘肃   |    72 |    52.9 |   67.1 |   8.8 |  28.2 | 1.01 |  95.1 | 良      |    8 | 8月     |
|  949 | 2025-08-08 | 甘肃   |    67 |    22.7 |   84.5 |  14.5 |  39.2 | 0.91 |  67.6 | 良      |    8 | 8月     |
|  950 | 2025-08-09 | 甘肃   |    90 |    56.7 |  115.8 |  13.2 |  33   | 0.89 | 148.1 | 良      |    8 | 8月     |
|  951 | 2025-08-10 | 甘肃   |    74 |    37.8 |   98.2 |   9.8 |  41.2 | 1.05 | 112.7 | 良      |    8 | 8月     |
|  952 | 2025-08-11 | 甘肃   |    88 |    34.6 |  108.6 |  15.3 |  48.4 | 0.84 | 146   | 良      |    8 | 8月     |
|  953 | 2025-08-12 | 甘肃   |    89 |    43.6 |  128.6 |  12.1 |  40.3 | 1.18 | 120.2 | 良      |    8 | 8月     |
|  954 | 2025-08-13 | 甘肃   |    84 |    32.8 |  118.3 |  24.1 |  32.2 | 1.17 | 107.6 | 良      |    8 | 8月     |
|  955 | 2025-08-14 | 甘肃   |    76 |    44.7 |  101.2 |  10.5 |  43   | 1.11 |  83.3 | 良      |    8 | 8月     |
|  956 | 2025-08-15 | 甘肃   |    95 |    43.2 |  140.5 |  11.3 |  41.6 | 1.04 | 117.5 | 良      |    8 | 8月     |
|  957 | 2025-08-16 | 甘肃   |    78 |    57.7 |   86.5 |  17.6 |  53.4 | 1.18 | 109.8 | 良      |    8 | 8月     |
|  958 | 2025-08-17 | 甘肃   |    85 |    63.3 |   97.3 |  14.7 |  41   | 1.21 |  82.4 | 良      |    8 | 8月     |
|  959 | 2025-08-18 | 甘肃   |    85 |    63.1 |   98.9 |  17.7 |  35.3 | 1.14 | 107.6 | 良      |    8 | 8月     |
|  960 | 2025-08-19 | 甘肃   |    74 |    18.3 |   97.8 |  16.3 |  44.9 | 0.79 |  88.6 | 良      |    8 | 8月     |
|  961 | 2025-08-20 | 甘肃   |    64 |    34.4 |   78.7 |  13.5 |  38.8 | 0.9  |  96.2 | 良      |    8 | 8月     |
|  962 | 2025-08-21 | 甘肃   |    59 |    18.4 |   68.7 |  11.2 |  40.4 | 1.01 | 102.7 | 良      |    8 | 8月     |
|  963 | 2025-08-22 | 甘肃   |    79 |    31.6 |  108.9 |  18.6 |  33.6 | 0.77 | 116.1 | 良      |    8 | 8月     |
|  964 | 2025-08-23 | 甘肃   |    69 |    38.2 |   88.2 |  11.5 |  39.4 | 1.12 |  79.3 | 良      |    8 | 8月     |
|  965 | 2025-08-24 | 甘肃   |    95 |    51.1 |  139.2 |  17.1 |  40.6 | 1.36 |  97   | 良      |    8 | 8月     |
|  966 | 2025-08-25 | 甘肃   |    75 |    40   |   99.9 |  18.3 |  39.6 | 1.33 | 126.3 | 良      |    8 | 8月     |
|  967 | 2025-08-26 | 甘肃   |    73 |    40.5 |   96.5 |  15.2 |  36.6 | 1.23 | 125.2 | 良      |    8 | 8月     |
|  968 | 2025-08-27 | 甘肃   |    87 |    48.7 |  123.7 |  14.7 |  42.9 | 1.23 |  92.6 | 良      |    8 | 8月     |
|  969 | 2025-08-28 | 甘肃   |    80 |    26.2 |  110.1 |  12.7 |  34.6 | 1.53 | 124.9 | 良      |    8 | 8月     |
|  970 | 2025-08-29 | 甘肃   |    74 |    36.7 |   98.7 |  17.1 |  33.1 | 1.26 |  99.6 | 良      |    8 | 8月     |
|  971 | 2025-08-30 | 甘肃   |    70 |    40.9 |   89.7 |   6.6 |  46.3 | 1.28 |  88.5 | 良      |    8 | 8月     |
|  972 | 2025-08-31 | 甘肃   |   113 |    44.6 |  175.9 |  18   |  45.8 | 0.81 |  99.3 | 轻度污染   |    8 | 8月     |
|  973 | 2025-09-01 | 甘肃   |    80 |    48.1 |  110.2 |  16.2 |  32.5 | 1.37 |  99.3 | 良      |    9 | 9月     |
|  974 | 2025-09-02 | 甘肃   |    88 |    65.3 |  124.8 |  15.2 |  28.9 | 1.18 |  94.1 | 良      |    9 | 9月     |
|  975 | 2025-09-03 | 甘肃   |    79 |    58.3 |   82.9 |  16.7 |  34.8 | 1.09 |  89   | 良      |    9 | 9月     |
|  976 | 2025-09-04 | 甘肃   |    71 |    38.3 |   92   |  11.9 |  41.1 | 1.04 | 124.6 | 良      |    9 | 9月     |
|  977 | 2025-09-05 | 甘肃   |    98 |    44.5 |  146   |   8.8 |  50.2 | 1    |  74.1 | 良      |    9 | 9月     |
|  978 | 2025-09-06 | 甘肃   |    91 |    43.8 |  131.9 |  17.5 |  41.2 | 1.37 |  83.5 | 良      |    9 | 9月     |
|  979 | 2025-09-07 | 甘肃   |    82 |    41.7 |  113.3 |  20.1 |  37   | 1.11 |  49.2 | 良      |    9 | 9月     |
|  980 | 2025-09-08 | 甘肃   |    73 |    51.2 |   96.7 |  11   |  43.6 | 1.02 | 105   | 良      |    9 | 9月     |
|  981 | 2025-09-09 | 甘肃   |    75 |    25.7 |   99.8 |  13.1 |  41.9 | 0.97 |  69.4 | 良      |    9 | 9月     |
|  982 | 2025-09-10 | 甘肃   |    80 |    58.7 |   91.2 |  18.5 |  33.1 | 1.16 | 102.4 | 良      |    9 | 9月     |
|  983 | 2025-09-11 | 甘肃   |    92 |    68.6 |   81.7 |  17.4 |  33.3 | 1.05 | 100.2 | 良      |    9 | 9月     |
|  984 | 2025-09-12 | 甘肃   |    87 |    45.1 |  123.5 |  25.2 |  33.6 | 1.01 | 125   | 良      |    9 | 9月     |
|  985 | 2025-09-13 | 甘肃   |    83 |    45   |  116   |  19.6 |  60.5 | 0.85 |  94.1 | 良      |    9 | 9月     |
|  986 | 2025-09-14 | 甘肃   |    85 |    50.4 |  120.1 |  18.9 |  49.3 | 1.33 |  75.7 | 良      |    9 | 9月     |
|  987 | 2025-09-15 | 甘肃   |    82 |    60.9 |   98.8 |  14.2 |  39.2 | 1.11 |  90   | 良      |    9 | 9月     |
|  988 | 2025-09-16 | 甘肃   |    80 |    44.8 |  110.8 |  18.1 |  51.2 | 0.92 |  67.8 | 良      |    9 | 9月     |
|  989 | 2025-09-17 | 甘肃   |    81 |    60   |   97.2 |  21   |  39.6 | 1.09 |  86.9 | 良      |    9 | 9月     |
|  990 | 2025-09-18 | 甘肃   |    75 |    54.7 |   91.4 |  16.1 |  51.2 | 1.25 |  77.3 | 良      |    9 | 9月     |
|  991 | 2025-09-19 | 甘肃   |   103 |    77.3 |  139.5 |  16.2 |  44.3 | 1.15 |  79.4 | 轻度污染   |    9 | 9月     |
|  992 | 2025-09-20 | 甘肃   |    79 |    45.1 |  108.7 |  17   |  39.2 | 1.18 |  64.2 | 良      |    9 | 9月     |
|  993 | 2025-09-21 | 甘肃   |    83 |    25.4 |  116.5 |  14.6 |  48.7 | 1.16 |  85.5 | 良      |    9 | 9月     |
|  994 | 2025-09-22 | 甘肃   |    87 |    32   |  123.2 |  17.5 |  45   | 0.89 |  94.7 | 良      |    9 | 9月     |
|  995 | 2025-09-23 | 甘肃   |    80 |    49.4 |  109.3 |  17.4 |  46.9 | 1.34 |  49.9 | 良      |    9 | 9月     |
|  996 | 2025-09-24 | 甘肃   |    83 |    61.6 |  111.6 |  21.2 |  45.7 | 0.81 |  67   | 良      |    9 | 9月     |
|  997 | 2025-09-25 | 甘肃   |    68 |    41.5 |   85.1 |  16.2 |  45.7 | 1.25 |  82.2 | 良      |    9 | 9月     |
|  998 | 2025-09-26 | 甘肃   |    70 |    46.7 |   89   |  18.8 |  49.9 | 1.28 |  36.8 | 良      |    9 | 9月     |
|  999 | 2025-09-27 | 甘肃   |    78 |    57.7 |   88.1 |  16.3 |  62.5 | 1.11 | 110.1 | 良      |    9 | 9月     |
| 1000 | 2025-09-28 | 甘肃   |    85 |    38   |  119.3 |  18.7 |  53.2 | 1.23 |  65.8 | 良      |    9 | 9月     |
| 1001 | 2025-09-29 | 甘肃   |    79 |    42.3 |  108.7 |  16.1 |  46   | 1.1  |  61.6 | 良      |    9 | 9月     |
| 1002 | 2025-09-30 | 甘肃   |    70 |    35.6 |   89.4 |  18.6 |  42.4 | 1.23 |  74.5 | 良      |    9 | 9月     |
| 1003 | 2025-10-01 | 甘肃   |    86 |    63.8 |  119   |  19.1 |  43.2 | 1.36 |  50.6 | 良      |   10 | 10月    |
| 1004 | 2025-10-02 | 甘肃   |    92 |    68.2 |  118.4 |  13.7 |  35.9 | 1    |  34.4 | 良      |   10 | 10月    |
| 1005 | 2025-10-03 | 甘肃   |    72 |    30.8 |   93.7 |  20.2 |  49.4 | 1.3  |  65.5 | 良      |   10 | 10月    |
| 1006 | 2025-10-04 | 甘肃   |    79 |    48.1 |  107.1 |  16.4 |  37.7 | 1.5  |  54.9 | 良      |   10 | 10月    |
| 1007 | 2025-10-05 | 甘肃   |    90 |    66.7 |  118.6 |  15.5 |  42.2 | 1.22 |  32.5 | 良      |   10 | 10月    |
| 1008 | 2025-10-06 | 甘肃   |    75 |    54.6 |   90.6 |  14.8 |  49.5 | 1.07 |  38.1 | 良      |   10 | 10月    |
| 1009 | 2025-10-07 | 甘肃   |    85 |    44   |  119.1 |  17.8 |  43.2 | 1.62 |  20.1 | 良      |   10 | 10月    |
| 1010 | 2025-10-08 | 甘肃   |    82 |    31.4 |  113.9 |  17   |  41.4 | 1.19 |  24.8 | 良      |   10 | 10月    |
| 1011 | 2025-10-09 | 甘肃   |    86 |    63.8 |   87.9 |  18.1 |  36.5 | 1.21 |  54.2 | 良      |   10 | 10月    |
| 1012 | 2025-10-10 | 甘肃   |    81 |    54.3 |  112.3 |  18.2 |  53.4 | 1.22 |  32.3 | 良      |   10 | 10月    |
| 1013 | 2025-10-11 | 甘肃   |    83 |    32.3 |  115.3 |  18.8 |  39.1 | 1.26 |  79.6 | 良      |   10 | 10月    |
| 1014 | 2025-10-12 | 甘肃   |    87 |    64.3 |   95.4 |  25.3 |  40.9 | 1.1  |  48.3 | 良      |   10 | 10月    |
| 1015 | 2025-10-13 | 甘肃   |    74 |    30.8 |   97   |  17.1 |  32.4 | 1.21 |  22.7 | 良      |   10 | 10月    |
| 1016 | 2025-10-14 | 甘肃   |    69 |    47.3 |   87.8 |  14.8 |  44.9 | 1.36 |  26.4 | 良      |   10 | 10月    |
| 1017 | 2025-10-15 | 甘肃   |    75 |    46.8 |   99   |  10.9 |  42.7 | 1.1  |  66   | 良      |   10 | 10月    |
| 1018 | 2025-10-16 | 甘肃   |    93 |    69.4 |  107.8 |  13.4 |  46.3 | 1.09 |  45.6 | 良      |   10 | 10月    |
| 1019 | 2025-10-17 | 甘肃   |    74 |    46.9 |   97.1 |  20.7 |  36.8 | 1.11 |  64.9 | 良      |   10 | 10月    |
| 1020 | 2025-10-18 | 甘肃   |    65 |    46.8 |   78.3 |  19.2 |  50.1 | 0.95 |  40.4 | 良      |   10 | 10月    |
| 1021 | 2025-10-19 | 甘肃   |    72 |    33.6 |   94.2 |  12.9 |  32.1 | 1.03 |  37   | 良      |   10 | 10月    |
| 1022 | 2025-10-20 | 甘肃   |    75 |    42.3 |   99.6 |  24.4 |  44.3 | 1.02 |  67.2 | 良      |   10 | 10月    |
| 1023 | 2025-10-21 | 甘肃   |    87 |    40.2 |  124.3 |  18   |  45.8 | 1.17 |  31.7 | 良      |   10 | 10月    |
| 1024 | 2025-10-22 | 甘肃   |    85 |    40.8 |  119.8 |  18.4 |  45.3 | 1.34 |  56   | 良      |   10 | 10月    |
| 1025 | 2025-10-23 | 甘肃   |    87 |    50   |  124.6 |  23.7 |  46   | 1.46 |  43.5 | 良      |   10 | 10月    |
| 1026 | 2025-10-24 | 甘肃   |    72 |    20.7 |   93   |  22.2 |  50.4 | 1.18 |  63.2 | 良      |   10 | 10月    |
| 1027 | 2025-10-25 | 甘肃   |    80 |    31.8 |  110.6 |  19.3 |  54.1 | 1.26 |  80.2 | 良      |   10 | 10月    |
| 1028 | 2025-10-26 | 甘肃   |    67 |    48.5 |   59.3 |  19.4 |  43.7 | 1.21 |  40.5 | 良      |   10 | 10月    |
| 1029 | 2025-10-27 | 甘肃   |    83 |    51.3 |  116.2 |  19.7 |  38   | 0.75 |  37.8 | 良      |   10 | 10月    |
| 1030 | 2025-10-28 | 甘肃   |    85 |    47   |  119.8 |  16.2 |  48.7 | 0.93 |  59.8 | 良      |   10 | 10月    |
| 1031 | 2025-10-29 | 甘肃   |    75 |    49.3 |  100.5 |  17.8 |  42.7 | 1.32 |  28.4 | 良      |   10 | 10月    |
| 1032 | 2025-10-30 | 甘肃   |    82 |    44.8 |  113.4 |  18.6 |  53.5 | 1.33 |  77.1 | 良      |   10 | 10月    |
| 1033 | 2025-10-31 | 甘肃   |    68 |    49.4 |   77.1 |  16.5 |  40.4 | 1.33 |  74.2 | 良      |   10 | 10月    |
| 1034 | 2025-11-01 | 甘肃   |    97 |    72.3 |  107.5 |  19.9 |  38.5 | 1.12 |  30.4 | 良      |   11 | 11月    |
| 1035 | 2025-11-02 | 甘肃   |    94 |    65.8 |  138.7 |  22   |  45.5 | 0.76 |  20   | 良      |   11 | 11月    |
| 1036 | 2025-11-03 | 甘肃   |    92 |    51.2 |  133.5 |  19.8 |  32.2 | 0.95 |  27.8 | 良      |   11 | 11月    |
| 1037 | 2025-11-04 | 甘肃   |   102 |    76.4 |  115   |  23   |  41.1 | 0.98 |  28.3 | 轻度污染   |   11 | 11月    |
| 1038 | 2025-11-05 | 甘肃   |    95 |    64.8 |  139.3 |  17.4 |  42   | 1.28 |  63.5 | 良      |   11 | 11月    |
| 1039 | 2025-11-06 | 甘肃   |   103 |    77   |  125.8 |  23.8 |  45.7 | 1.08 |  77.2 | 轻度污染   |   11 | 11月    |
| 1040 | 2025-11-07 | 甘肃   |   103 |    77.7 |  112.8 |  17.8 |  37.2 | 1.49 |  63.8 | 轻度污染   |   11 | 11月    |
| 1041 | 2025-11-08 | 甘肃   |    85 |    45.8 |  119.1 |  21.5 |  37.9 | 1.44 |  45.5 | 良      |   11 | 11月    |
| 1042 | 2025-11-09 | 甘肃   |   111 |    84.1 |  157   |  24.2 |  52.1 | 1.48 |  56.2 | 轻度污染   |   11 | 11月    |
| 1043 | 2025-11-10 | 甘肃   |   101 |    75.9 |   98.9 |  25   |  43.8 | 0.96 |  34.6 | 轻度污染   |   11 | 11月    |
| 1044 | 2025-11-11 | 甘肃   |    99 |    40   |  147.5 |  24.6 |  49.8 | 1.24 |  70.3 | 良      |   11 | 11月    |
| 1045 | 2025-11-12 | 甘肃   |   110 |    82.9 |  110.9 |  23.5 |  39.9 | 1.05 |  58.6 | 轻度污染   |   11 | 11月    |
| 1046 | 2025-11-13 | 甘肃   |    80 |    58.7 |  105.5 |  19.2 |  43.2 | 1.21 |  65   | 良      |   11 | 11月    |
| 1047 | 2025-11-14 | 甘肃   |   167 |   127.1 |  122.7 |  25.4 |  45   | 0.98 |  38.2 | 中度污染   |   11 | 11月    |
| 1048 | 2025-11-15 | 甘肃   |    85 |    62.7 |   69.1 |  19.2 |  55.6 | 1.38 |  48.6 | 良      |   11 | 11月    |
| 1049 | 2025-11-16 | 甘肃   |    93 |    47.1 |  135.7 |  25.7 |  41.8 | 0.98 |  65   | 良      |   11 | 11月    |
| 1050 | 2025-11-17 | 甘肃   |    98 |    73.1 |  137.4 |  24.3 |  42   | 0.74 |  78.2 | 良      |   11 | 11月    |
| 1051 | 2025-11-18 | 甘肃   |   122 |    92.5 |  145.2 |  26.4 |  50.8 | 1.54 |  41.6 | 轻度污染   |   11 | 11月    |
| 1052 | 2025-11-19 | 甘肃   |    84 |    53   |  118.2 |  22.4 |  40.3 | 1.22 |  67   | 良      |   11 | 11月    |
| 1053 | 2025-11-20 | 甘肃   |    83 |    61.1 |  114.5 |  19.8 |  44.9 | 0.91 |  40.4 | 良      |   11 | 11月    |
| 1054 | 2025-11-21 | 甘肃   |    80 |    32.7 |  110.7 |  18.4 |  49.8 | 1.09 |  91.7 | 良      |   11 | 11月    |
| 1055 | 2025-11-22 | 甘肃   |   173 |   131   |  142.5 |  18.7 |  38.6 | 1    |  46.5 | 中度污染   |   11 | 11月    |
| 1056 | 2025-11-23 | 甘肃   |    96 |    69   |  142.8 |  17.3 |  44.9 | 1.12 |  65.9 | 良      |   11 | 11月    |
| 1057 | 2025-11-24 | 甘肃   |    85 |    39.4 |  119.7 |  24.9 |  54.6 | 1.28 |  57.7 | 良      |   11 | 11月    |
| 1058 | 2025-11-25 | 甘肃   |    89 |    37.5 |  127.6 |  25.3 |  48.7 | 1.24 | 102   | 良      |   11 | 11月    |
| 1059 | 2025-11-26 | 甘肃   |    81 |    37.3 |  111   |  23.7 |  44.1 | 1.16 |  59.6 | 良      |   11 | 11月    |
| 1060 | 2025-11-27 | 甘肃   |    98 |    71.2 |  146.1 |  21.9 |  40.4 | 1.11 |  46.6 | 良      |   11 | 11月    |
| 1061 | 2025-11-28 | 甘肃   |    99 |    74.3 |   81.3 |  28.1 |  37.6 | 1.32 |  67.8 | 良      |   11 | 11月    |
| 1062 | 2025-11-29 | 甘肃   |    72 |    46.9 |   94.8 |  21.6 |  34.8 | 0.72 |  67.8 | 良      |   11 | 11月    |
| 1063 | 2025-11-30 | 甘肃   |    89 |    66.2 |  126.6 |  22.5 |  52.1 | 0.95 |  54.3 | 良      |   11 | 11月    |
| 1064 | 2025-12-01 | 甘肃   |   128 |    93.8 |  205.6 |  21.7 |  50.6 | 0.9  |  37.8 | 轻度污染   |   12 | 12月    |
| 1065 | 2025-12-02 | 甘肃   |   131 |    99.5 |  168.7 |  20.7 |  36.6 | 1.29 |  48.4 | 轻度污染   |   12 | 12月    |
| 1066 | 2025-12-03 | 甘肃   |    93 |    69.2 |  101.5 |  23.6 |  43.5 | 0.94 |  74.3 | 良      |   12 | 12月    |
| 1067 | 2025-12-04 | 甘肃   |    94 |    41.7 |  138.1 |  19.7 |  41.7 | 0.83 |  27.4 | 良      |   12 | 12月    |
| 1068 | 2025-12-05 | 甘肃   |   179 |   135   |  157.9 |  19.5 |  49.1 | 1.19 |  54.8 | 中度污染   |   12 | 12月    |
| 1069 | 2025-12-06 | 甘肃   |    97 |    50.4 |  143.4 |  23.6 |  43.3 | 0.9  |  77.7 | 良      |   12 | 12月    |
| 1070 | 2025-12-07 | 甘肃   |   108 |    81.1 |   91.6 |  20   |  40.3 | 1.01 |  58.5 | 轻度污染   |   12 | 12月    |
| 1071 | 2025-12-08 | 甘肃   |    96 |    51.3 |  141.4 |  21.8 |  36.5 | 1.55 |  99.8 | 良      |   12 | 12月    |
| 1072 | 2025-12-09 | 甘肃   |   152 |   116.2 |  143.3 |  20.4 |  42.5 | 1.23 |  29.8 | 中度污染   |   12 | 12月    |
| 1073 | 2025-12-10 | 甘肃   |    80 |    56.7 |  110.9 |  21.3 |  37.5 | 1.02 |  44.4 | 良      |   12 | 12月    |
| 1074 | 2025-12-11 | 甘肃   |    87 |    60.4 |  124.7 |  19.2 |  41.3 | 1.04 |  20.5 | 良      |   12 | 12月    |
| 1075 | 2025-12-12 | 甘肃   |    87 |    64.4 |  119.9 |  19.3 |  39.1 | 1.24 |  98.6 | 良      |   12 | 12月    |
| 1076 | 2025-12-13 | 甘肃   |    94 |    46.1 |  137.1 |  18.7 |  36.8 | 1.19 |  46.2 | 良      |   12 | 12月    |
| 1077 | 2025-12-14 | 甘肃   |    82 |    60.3 |   79.1 |  23.6 |  32.5 | 1.07 |  27.9 | 良      |   12 | 12月    |
| 1078 | 2025-12-15 | 甘肃   |    84 |    62   |  118.2 |  21.6 |  42.7 | 1.07 |  53.2 | 良      |   12 | 12月    |
| 1079 | 2025-12-16 | 甘肃   |    95 |    50.7 |  139.1 |  23.7 |  39.2 | 0.75 |  39.6 | 良      |   12 | 12月    |
| 1080 | 2025-12-17 | 甘肃   |    89 |    65.9 |  116   |  24   |  51.3 | 0.7  |  54.4 | 良      |   12 | 12月    |
| 1081 | 2025-12-18 | 甘肃   |    71 |    38   |   91.7 |  19.5 |  31.3 | 1    |  66.5 | 良      |   12 | 12月    |
| 1082 | 2025-12-19 | 甘肃   |    92 |    51   |  134.4 |  23.4 |  42.8 | 0.91 |  80.8 | 良      |   12 | 12月    |
| 1083 | 2025-12-20 | 甘肃   |    76 |    47.3 |  101   |  20.7 |  37.6 | 1.15 |  63.7 | 良      |   12 | 12月    |
| 1084 | 2025-12-21 | 甘肃   |    74 |    50   |   97.2 |  20.2 |  52.7 | 1.06 |  67.9 | 良      |   12 | 12月    |
| 1085 | 2025-12-22 | 甘肃   |    97 |    72.5 |   94.4 |  24.4 |  41.7 | 0.87 |  57.5 | 良      |   12 | 12月    |
| 1086 | 2025-12-23 | 甘肃   |   155 |   118.2 |  156.1 |  22.2 |  39.9 | 1.05 |  41.3 | 中度污染   |   12 | 12月    |
| 1087 | 2025-12-24 | 甘肃   |   144 |   109.8 |  174.7 |  19.4 |  36.9 | 0.93 |  35.8 | 轻度污染   |   12 | 12月    |
| 1088 | 2025-12-25 | 甘肃   |    69 |    49.7 |   87.2 |  21.9 |  32.3 | 1.42 |  63.1 | 良      |   12 | 12月    |
| 1089 | 2025-12-26 | 甘肃   |    88 |    65.6 |   91   |  16.6 |  39.2 | 1.08 |  71.7 | 良      |   12 | 12月    |
| 1090 | 2025-12-27 | 甘肃   |    76 |    56.1 |   98.1 |  21   |  27.2 | 0.69 |  62.9 | 良      |   12 | 12月    |
| 1091 | 2025-12-28 | 甘肃   |    75 |    55.1 |   92.6 |  15.7 |  27.3 | 1.36 |  38.8 | 良      |   12 | 12月    |
| 1092 | 2025-12-29 | 甘肃   |    81 |    51.3 |  112.1 |  17.2 |  43.5 | 0.87 |  75.5 | 良      |   12 | 12月    |
| 1093 | 2025-12-30 | 甘肃   |   108 |    81.2 |  118.3 |  21.8 |  23.9 | 0.79 | 101.8 | 轻度污染   |   12 | 12月    |
| 1094 | 2025-12-31 | 甘肃   |    94 |    69.9 |  115.3 |  12   |  33.8 | 1.41 |  71   | 良      |   12 | 12月    |
